,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,average,sum,percentage
607,MS,F,17,1,LE3,1,2,1,services,other,reputation,mother,2,2,0,1,1,1,yes,yes,yes,2,yes,5,3,3,1,2,2,5,11,11,12,11.333333333333334,34,56.666666666666664
608,MS,F,18,2,LE3,1,1,1,at_home,services,course,mother,1,2,0,1,1,1,no,yes,yes,1,yes,5,2,3,1,2,3,2,8,10,11,9.666666666666666,29,48.333333333333336
609,MS,F,18,2,GT3,2,1,2,at_home,at_home,course,father,2,2,0,1,2,1,no,yes,no,1,no,4,1,1,1,1,4,0,11,11,12,11.333333333333334,34,56.666666666666664
610,MS,F,19,1,GT3,1,1,1,at_home,at_home,course,other,2,2,3,1,2,1,yes,yes,no,1,yes,3,5,4,1,4,1,0,8,0,0,2.6666666666666665,8,13.333333333333334
611,MS,F,18,1,GT3,2,2,2,services,other,home,mother,2,3,0,1,1,1,no,yes,yes,2,yes,4,2,1,1,1,4,5,14,14,15,14.333333333333334,43,71.66666666666667
612,MS,M,17,1,GT3,2,4,3,services,other,home,mother,2,2,1,1,2,2,yes,no,yes,2,yes,4,5,5,1,3,2,4,10,11,11,10.666666666666666,32,53.333333333333336
613,MS,F,18,2,GT3,2,3,3,services,services,course,father,1,2,0,1,2,1,no,yes,yes,1,yes,5,3,4,1,1,5,0,10,10,10,10.0,30,50.0
614,MS,F,17,1,GT3,2,4,4,teacher,services,other,father,2,2,0,1,2,2,yes,yes,yes,2,no,4,3,3,1,2,5,2,12,12,12,12.0,36,60.0
615,MS,F,17,2,LE3,1,3,2,services,other,reputation,mother,2,2,0,1,1,1,no,yes,yes,1,yes,1,2,3,1,2,5,0,15,14,15,14.666666666666666,44,73.33333333333333
616,MS,M,18,2,LE3,2,1,1,other,services,home,father,2,1,0,1,1,1,no,no,yes,2,yes,3,3,2,1,2,3,2,14,13,14,13.666666666666666,41,68.33333333333333
617,MS,F,18,2,LE3,2,1,1,at_home,services,course,father,2,3,0,1,1,1,no,yes,yes,2,no,5,3,2,1,1,4,0,19,17,18,18.0,54,90.0
618,MS,F,18,1,LE3,1,1,2,at_home,other,course,mother,3,2,0,1,1,1,no,yes,yes,1,yes,4,3,4,1,4,5,0,16,15,15,15.333333333333334,46,76.66666666666667
619,MS,F,18,2,GT3,2,3,3,services,services,other,mother,2,2,0,1,2,1,no,yes,yes,2,yes,4,3,2,1,3,3,6,13,12,13,12.666666666666666,38,63.33333333333333
620,MS,F,17,2,LE3,2,4,4,at_home,at_home,course,mother,1,2,0,1,2,1,yes,yes,yes,2,yes,2,3,4,1,1,1,4,15,14,15,14.666666666666666,44,73.33333333333333
621,MS,F,17,1,GT3,2,1,2,other,services,course,father,2,2,0,1,1,1,no,no,yes,1,no,3,2,2,1,2,3,0,13,13,13,13.0,39,65.0
622,MS,M,18,1,GT3,2,1,3,at_home,other,course,mother,2,2,0,1,2,2,no,yes,yes,1,no,3,3,4,2,4,3,0,8,10,9,9.0,27,45.0
623,MS,M,18,2,LE3,2,4,4,teacher,services,other,mother,2,3,0,1,1,1,no,yes,yes,2,yes,4,2,2,2,2,5,0,15,16,16,15.666666666666666,47,78.33333333333333
624,MS,F,17,1,GT3,2,1,1,other,services,reputation,mother,3,1,1,1,2,1,no,yes,yes,2,yes,5,2,1,1,2,1,0,8,8,9,8.333333333333334,25,41.66666666666667
625,MS,F,18,2,GT3,2,2,3,at_home,services,course,father,2,1,0,1,2,1,no,yes,yes,2,yes,5,2,3,1,2,4,0,10,10,10,10.0,30,50.0
626,MS,F,18,1,GT3,2,4,4,other,teacher,other,father,3,2,0,1,2,1,no,no,yes,2,yes,3,2,2,4,2,5,0,7,5,0,4.0,12,20.0
627,MS,M,18,1,LE3,2,1,2,at_home,services,other,father,3,1,0,1,2,1,yes,yes,no,2,yes,4,3,3,2,3,3,3,9,10,10,9.666666666666666,29,48.333333333333336
628,MS,F,17,2,GT3,2,2,2,other,at_home,home,mother,1,3,0,1,1,1,yes,yes,yes,1,yes,3,4,3,1,1,3,8,10,11,12,11.0,33,55.00000000000001
629,MS,F,17,1,GT3,2,1,2,other,other,course,mother,1,1,0,1,1,1,yes,yes,yes,2,no,3,5,5,1,3,1,4,7,8,9,8.0,24,40.0
630,MS,F,18,1,LE3,2,4,4,other,other,reputation,mother,2,3,0,1,1,1,no,yes,yes,2,no,5,4,4,1,1,1,0,15,17,17,16.333333333333332,49,81.66666666666667
631,MS,F,18,1,GT3,2,1,1,other,other,home,mother,4,3,0,1,1,1,no,yes,yes,2,no,4,3,2,1,2,4,4,10,11,12,11.0,33,55.00000000000001
632,MS,F,19,1,GT3,2,1,1,at_home,other,course,other,2,2,1,1,2,1,no,yes,yes,2,yes,4,3,3,1,1,3,4,7,8,9,8.0,24,40.0
633,MS,F,18,1,LE3,2,4,4,teacher,services,course,mother,1,2,0,1,1,1,yes,yes,yes,2,no,5,4,3,3,4,2,1,13,14,14,13.666666666666666,41,68.33333333333333
634,MS,F,18,2,GT3,2,3,3,other,other,home,mother,1,2,0,1,1,1,no,yes,yes,2,yes,4,1,3,1,2,1,1,16,16,16,16.0,48,80.0
635,MS,F,17,1,GT3,2,3,1,at_home,other,reputation,mother,1,2,0,1,2,1,yes,no,yes,2,no,4,5,4,2,3,1,10,8,9,9,8.666666666666666,26,43.333333333333336
636,MS,M,18,2,GT3,2,4,4,teacher,teacher,home,father,1,2,0,1,1,1,yes,no,yes,2,no,3,2,4,1,4,2,4,17,18,19,18.0,54,90.0
637,MS,M,18,1,GT3,2,2,1,other,other,other,mother,2,1,0,1,1,1,yes,no,yes,2,yes,4,4,3,1,3,5,0,7,7,0,4.666666666666667,14,23.333333333333332
638,MS,M,17,2,GT3,2,2,3,other,services,home,father,2,2,0,1,1,1,yes,yes,yes,2,no,4,4,3,1,1,3,4,14,15,16,15.0,45,75.0
639,MS,M,19,1,GT3,2,1,1,other,services,other,mother,2,1,1,1,1,1,no,yes,yes,1,no,4,3,2,1,3,5,0,5,8,0,4.333333333333333,13,21.666666666666668
640,MS,M,18,1,GT3,2,4,2,other,other,home,father,2,1,1,1,1,2,no,yes,yes,1,no,5,4,3,4,3,3,0,7,7,0,4.666666666666667,14,23.333333333333332
641,MS,F,18,1,GT3,2,2,2,at_home,other,other,mother,2,3,0,1,1,1,no,yes,yes,1,no,5,3,3,1,3,4,0,14,17,15,15.333333333333334,46,76.66666666666667
642,MS,F,17,2,GT3,2,4,3,teacher,other,other,mother,2,2,0,1,1,1,no,yes,yes,2,no,5,5,4,1,1,1,0,6,9,11,8.666666666666666,26,43.333333333333336
643,MS,F,18,1,GT3,2,4,4,teacher,at_home,reputation,mother,3,1,0,1,2,1,yes,yes,yes,2,yes,4,4,3,2,2,5,4,7,9,10,8.666666666666666,26,43.333333333333336
644,MS,F,19,1,GT3,2,2,3,services,other,course,mother,1,3,1,1,1,1,yes,no,yes,2,no,5,4,2,1,2,5,4,10,11,10,10.333333333333334,31,51.66666666666667
645,MS,F,18,2,LE3,2,3,1,teacher,services,course,mother,1,2,0,1,2,1,no,yes,yes,2,no,4,3,4,1,1,1,4,15,15,16,15.333333333333334,46,76.66666666666667
646,MS,F,18,2,GT3,2,1,1,other,other,course,mother,2,2,0,1,1,1,yes,yes,yes,1,no,1,1,1,1,1,5,6,11,12,9,10.666666666666666,32,53.333333333333336
647,MS,M,17,2,LE3,2,3,1,services,services,course,mother,2,1,0,1,1,1,no,no,yes,2,no,2,4,5,3,4,2,6,10,10,10,10.0,30,50.0
648,MS,M,18,1,LE3,2,3,2,services,other,course,mother,3,1,0,1,1,1,no,no,yes,2,no,4,4,1,3,4,5,4,10,11,11,10.666666666666666,32,53.333333333333336
